run_time_kst,timeframe,symbol,inst_id,pattern
2026-09-05 04:52:17,1시간봉,EWYUSDT.P,EWY-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 04:52:17,1시간봉,METAUSDT.P,META-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 04:52:17,1시간봉,AVGOUSDT.P,AVGO-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 04:52:17,1시간봉,KORUUSDT.P,KORU-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 04:52:17,1시간봉,AMZNUSDT.P,AMZN-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,15분봉,SOXLUSDT.P,SOXL-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,15분봉,AVGOUSDT.P,AVGO-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,30분봉,CRCLUSDT.P,CRCL-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,30분봉,CLUSDT.P,CL-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 07:00:23,1시간봉,ETHUSDT.P,ETH-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,1시간봉,CRCLUSDT.P,CRCL-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,1시간봉,XAUUSDT.P,XAU-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,1시간봉,MUUSDT.P,MU-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,1시간봉,AMDUSDT.P,AMD-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 07:00:23,1시간봉,AVGOUSDT.P,AVGO-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,15분봉,BTCUSDT.P,BTC-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,15분봉,SKHYUSDT.P,SKHY-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,15분봉,TSLAUSDT.P,TSLA-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,15분봉,SPYUSDT.P,SPY-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,15분봉,MSTRUSDT.P,MSTR-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,15분봉,GOOGLUSDT.P,GOOGL-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,15분봉,MUUSDT.P,MU-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,15분봉,AMDUSDT.P,AMD-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,30분봉,ETHUSDT.P,ETH-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,30분봉,ONDOUSDT.P,ONDO-USDT-SWAP,음봉 · 양봉 · 양봉
